Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Spending
1968,Graduation,Married,48985.0,0,1,13,1,1,1,3,3,0,0,0,0,0,0,0,46,75
1968,Graduation,Married,35322.0,1,2,34,3,2,0,4,8,0,0,0,0,0,0,0,46,106
1948,Graduation,Married,77142.0,0,0,54,1,4,4,8,2,0,0,0,0,0,0,0,66,990
1969,Graduation,Single,81657.0,0,0,69,1,3,4,8,1,0,0,0,0,0,0,0,45,1097
1996,Basic,Married,14421.0,0,0,81,1,1,0,2,5,1,0,0,0,0,0,0,18,16
1990,PhD,Married,74214.0,0,0,3,1,8,2,5,5,0,0,0,0,0,0,0,24,1711
1957,Master,Married,66726.0,1,1,61,3,8,2,4,7,0,1,0,0,0,0,0,57,438
1979,Basic,Married,23724.0,1,0,65,2,2,0,3,8,0,0,0,0,0,0,0,35,75
1960,Master,Married,47353.0,0,1,93,3,2,2,6,5,0,0,0,0,0,0,0,54,225
1952,Master,Married,33444.0,1,1,24,1,1,0,2,8,0,0,0,0,0,0,0,62,18
1981,Graduation,Married,54386.0,0,1,8,2,3,2,10,3,0,0,0,0,0,0,0,33,470
1981,Graduation,Divorced,28510.0,1,1,72,3,2,0,4,5,0,0,0,0,0,0,0,33,91
1991,Master,Single,90638.0,0,0,29,1,3,4,10,1,0,0,1,0,0,0,0,23,2525
1950,Graduation,Married,48070.0,0,1,33,3,8,2,6,7,0,0,0,0,0,1,0,64,504
1957,Graduation,Married,43140.0,0,1,68,1,4,1,5,6,0,0,0,0,0,0,0,57,235
1961,PhD,Divorced,54959.0,0,1,55,3,9,5,4,7,0,1,0,0,0,0,1,53,1232
1958,Basic,Single,15056.0,1,1,76,5,2,2,3,5,0,0,0,0,0,0,0,56,88
1971,Graduation,Single,26954.0,1,0,17,1,1,0,2,7,0,0,0,0,0,0,0,43,17
1985,Graduation,Single,22327.0,1,0,94,1,1,0,3,5,0,0,0,0,0,0,0,29,24
1965,Graduation,Married,44393.0,1,1,86,2,1,0,4,4,0,0,0,0,0,0,0,49,60
1952,PhD,Single,62000.0,0,1,25,1,6,6,13,4,0,0,0,1,0,0,0,62,1020
1962,PhD,Married,31497.0,0,1,22,2,3,1,4,8,0,0,0,0,0,0,0,52,155
1974,Graduation,Married,45894.0,0,2,15,1,1,0,3,5,0,0,0,0,0,0,0,40,51
1970,Master,Divorced,78579.0,0,0,35,1,5,6,4,3,0,0,0,0,0,0,1,44,1812
1969,Master,Widow,67369.0,0,1,81,4,7,4,10,4,0,1,1,0,0,0,1,45,1461
1960,Graduation,Divorced,58401.0,0,1,55,1,1,2,2,4,0,0,0,0,0,0,0,54,96
1952,Graduation,Single,62307.0,0,1,94,1,4,0,4,5,0,0,0,0,0,0,0,62,160
1969,Master,Married,43641.0,1,1,50,3,2,1,4,6,0,0,0,0,0,0,0,45,139
1969,Master,Married,70091.0,1,0,11,2,5,2,10,8,0,1,0,0,0,0,0,45,1161
1972,PhD,Married,78075.0,0,0,72,1,3,5,5,1,0,0,0,0,0,0,0,42,988
1961,Graduation,Widow,59184.0,0,1,6,3,6,6,12,5,0,0,0,0,0,0,0,53,1072
1977,Graduation,Married,54809.0,1,1,0,4,2,1,5,4,0,0,0,0,0,0,0,37,174
1959,Graduation,Married,58113.0,0,1,66,3,9,2,8,7,0,0,0,0,0,1,0,55,758
1958,Master,Married,51412.0,0,1,42,2,3,2,4,4,0,0,0,0,0,0,0,56,195
1957,Master,Married,66636.0,0,0,64,1,3,4,9,1,0,0,0,0,0,0,0,57,1084
1956,Master,Married,50965.0,0,1,87,3,10,4,5,8,1,0,0,0,0,0,0,58,685
1990,Graduation,Married,18351.0,0,0,1,1,2,0,3,7,0,0,0,0,0,0,0,24,43
1957,PhD,Married,40451.0,0,2,54,1,1,1,2,5,1,0,0,0,0,0,0,57,49
1965,Graduation,Married,36317.0,0,1,53,2,3,0,4,7,0,0,0,0,0,0,0,49,133
1957,Graduation,Married,42213.0,0,1,96,2,5,1,7,7,0,1,0,0,0,0,0,57,363
1955,Graduation,Married,65748.0,0,1,58,2,2,4,10,1,0,0,0,0,0,1,0,59,545
1972,Graduation,Married,77044.0,0,1,12,2,7,11,11,4,1,0,0,0,0,0,0,42,1065
1969,Graduation,Married,74918.0,0,0,78,1,5,9,6,3,0,0,1,0,0,0,0,45,2047
1972,Graduation,Married,56721.0,1,1,64,5,4,1,5,6,0,0,0,0,0,0,0,42,296
1975,Graduation,Single,42160.0,1,1,26,4,2,1,4,6,0,0,0,0,0,0,1,39,140
1965,Graduation,Single,61559.0,0,1,8,1,4,2,10,3,0,0,0,0,0,0,0,49,530
1963,PhD,Married,33629.0,1,1,49,5,3,1,4,9,0,0,0,0,0,0,0,51,152
1963,Graduation,Single,34377.0,0,1,55,2,2,2,2,7,0,0,0,0,0,0,0,51,114
1986,Basic,Single,8940.0,1,0,25,3,3,1,3,8,0,0,0,0,0,0,0,28,101
1973,Graduation,Married,26228.0,1,0,50,1,1,0,2,8,0,0,0,0,0,0,0,41,25
1957,Graduation,Divorced,77297.0,0,0,84,1,5,7,9,4,0,0,0,1,0,0,0,57,789
1981,Graduation,Married,40211.0,1,1,30,2,2,1,2,8,1,0,0,0,0,0,0,33,87
1958,PhD,Widow,33438.0,1,1,81,4,2,1,4,5,0,0,0,0,0,0,0,56,90
1959,PhD,Married,75032.0,0,1,74,2,5,4,9,3,0,0,0,0,0,0,0,55,1215
1955,PhD,Single,61284.0,0,0,76,1,11,2,8,6,0,1,0,0,0,0,0,59,811
1986,Graduation,Married,22518.0,1,0,36,2,2,1,2,5,1,0,0,0,0,0,1,28,61
1975,Master,Married,54730.0,0,1,64,5,4,1,8,4,0,0,0,0,0,0,0,39,405
1955,Master,Married,38452.0,1,1,62,3,3,0,3,7,0,0,0,0,0,0,0,59,72
1971,Graduation,Divorced,44421.0,1,1,53,5,5,0,4,8,0,0,0,0,0,0,0,43,189
1986,PhD,Married,38197.0,1,0,86,1,1,0,3,5,0,0,0,0,0,0,0,28,40
1978,Graduation,Divorced,41986.0,0,1,15,3,3,0,4,4,0,0,0,0,0,0,0,36,63
1983,Graduation,Married,28427.0,1,0,67,2,2,0,3,8,0,0,0,0,0,0,0,31,52
1976,PhD,Married,37395.0,1,0,47,1,1,0,3,6,0,0,0,0,0,0,0,38,39
1971,Graduation,Married,64722.0,1,0,47,4,8,2,11,6,0,0,0,0,0,0,0,43,805
1956,Master,Married,55249.0,0,1,81,1,2,1,4,3,0,0,0,0,0,0,0,58,130
1972,Graduation,Married,84906.0,0,0,98,1,5,6,12,2,0,1,1,0,1,0,0,42,1631
1952,Graduation,Single,44213.0,1,1,48,4,2,1,5,6,0,0,0,0,0,0,0,62,152
1984,Basic,Single,25707.0,1,0,18,1,1,0,3,7,0,0,0,0,0,0,0,30,21
1967,PhD,Married,59062.0,2,1,74,2,2,0,3,4,0,0,0,0,0,0,0,47,71
1962,Graduation,Single,76624.0,0,1,68,1,5,10,7,1,1,0,0,0,0,0,0,52,899
1947,Master,Married,66000.0,0,0,36,1,1,3,5,1,0,0,0,0,0,0,0,67,711
1978,PhD,Married,27683.0,1,0,90,4,6,2,4,8,0,0,0,0,0,0,0,36,351
1971,Graduation,Divorced,1730.0,0,0,65,15,0,0,0,20,0,0,0,0,0,0,0,43,8
1992,Basic,Single,7500.0,1,0,63,4,3,2,2,9,0,0,0,0,0,0,0,22,119
1968,Graduation,Married,40521.0,1,1,82,1,0,1,2,5,0,0,0,0,0,0,0,46,21
1973,PhD,Married,20427.0,1,0,63,1,1,0,2,8,0,0,0,0,0,0,0,41,10
1975,Graduation,Married,65106.0,0,1,55,3,8,3,13,6,0,1,0,0,0,0,0,39,973
1965,PhD,Married,69969.0,0,0,64,1,4,2,6,3,0,0,1,1,0,0,1,49,1536
1952,Graduation,Married,67433.0,0,2,51,4,6,5,13,4,0,1,0,0,0,0,0,62,992
1967,PhD,Married,77766.0,0,1,97,2,11,10,11,6,1,0,0,0,0,0,1,47,1529
1972,Graduation,Married,74716.0,0,1,92,2,7,3,5,4,0,0,0,0,0,0,0,42,860
1970,PhD,Married,55158.0,1,1,72,4,7,2,5,7,0,0,0,0,0,0,1,44,418
1955,Graduation,Married,62972.0,0,1,39,2,7,4,3,6,0,0,0,0,0,0,1,59,587
1975,Graduation,Married,74190.0,0,1,49,2,4,2,11,2,0,0,0,0,0,0,0,39,641
1976,Graduation,Married,39356.0,1,1,21,1,1,0,2,6,1,0,0,0,0,0,0,38,23
1969,Graduation,Married,76653.0,0,0,91,1,4,7,11,2,0,0,1,1,0,0,0,45,2279
1983,PhD,Divorced,90687.0,0,0,98,1,6,2,8,2,0,0,1,0,0,0,1,31,1779
1982,Master,Married,73450.0,0,0,85,1,7,8,11,3,1,0,0,1,0,0,0,32,1804
1960,Graduation,Married,31454.0,1,1,40,3,2,0,3,8,0,0,0,0,0,0,0,54,48
1952,Graduation,Single,47139.0,1,1,2,2,2,1,2,7,0,0,0,0,0,0,1,62,83
1963,PhD,Married,53378.0,1,1,41,10,9,4,6,8,0,0,0,0,0,0,1,51,793
1970,Graduation,Married,19656.0,1,0,94,3,2,1,3,7,0,0,0,0,0,0,0,44,84
1948,PhD,Married,45579.0,0,1,10,1,4,1,4,6,0,0,0,0,0,0,0,66,183
1958,Graduation,Single,85485.0,0,0,73,1,6,6,6,2,0,0,0,0,0,0,0,56,1383
1944,Graduation,Married,55956.0,0,0,22,2,7,3,4,4,0,1,0,0,0,0,0,70,999
1963,Master,Single,64191.0,0,1,30,3,5,3,13,3,0,0,0,0,0,0,0,51,825
1972,Graduation,Single,38808.0,1,0,21,4,5,1,4,8,1,0,0,0,0,0,1,42,246
1966,Master,Married,57183.0,1,1,51,8,9,1,7,8,0,0,0,0,0,0,0,48,610
1968,Master,Divorced,23748.0,1,0,97,3,2,1,3,8,0,0,0,0,0,0,0,46,76
1971,Graduation,Married,66303.0,0,1,56,4,3,4,11,8,0,1,0,0,0,0,0,43,1286
1975,Master,Married,37368.0,1,0,4,1,1,0,2,6,1,0,0,0,0,0,0,39,30
1964,Graduation,Married,40800.0,1,2,77,2,3,0,3,7,0,0,0,0,0,1,0,50,99
1978,Graduation,Divorced,71847.0,0,0,95,0,6,7,9,3,0,0,0,1,0,0,0,36,1192
1975,Graduation,Married,46149.0,0,1,36,5,5,1,7,5,0,0,0,0,0,0,0,39,362
1983,Graduation,Married,78687.0,0,0,13,1,4,6,8,2,0,0,1,0,0,0,1,31,2130
1971,Graduation,Divorced,49118.0,0,0,90,2,9,7,10,7,0,1,0,0,1,0,1,43,1229
1957,PhD,Married,37633.0,1,1,49,2,1,0,3,9,0,0,0,0,0,0,0,57,38
1951,Master,Married,39767.0,0,0,18,2,7,1,7,8,0,0,0,0,0,0,0,63,485
1951,Basic,Married,26997.0,0,0,89,2,4,2,5,7,0,0,0,0,0,0,0,63,434
1970,Graduation,Divorced,33986.0,1,0,43,1,1,0,3,7,0,0,0,0,0,0,0,44,44
1972,PhD,Married,57091.0,0,1,82,2,9,2,5,7,0,1,0,0,0,0,1,42,496
1969,Graduation,Married,46831.0,1,1,84,2,1,2,2,4,0,0,0,0,0,0,0,45,78
1972,Master,Married,83151.0,0,0,80,1,5,7,10,2,1,0,1,1,0,0,1,42,2346
1971,Graduation,Married,52531.0,0,0,68,2,7,2,10,6,0,0,0,0,0,0,0,43,794
1956,Graduation,Married,15759.0,0,0,12,1,1,0,2,7,0,0,0,0,0,0,0,58,17
1973,Graduation,Married,43050.0,1,0,10,2,2,0,4,5,0,0,0,0,0,0,0,41,76
1977,PhD,Single,42997.0,1,1,91,1,1,0,2,7,0,0,0,0,0,0,0,37,15
1963,PhD,Single,48918.0,1,1,21,2,1,0,4,4,0,0,0,0,0,0,0,51,62
1954,Master,Married,60033.0,0,1,28,2,2,1,5,2,0,0,0,0,0,0,0,60,198
1978,PhD,Married,34043.0,1,0,97,1,2,0,2,9,0,0,0,0,0,0,0,36,49
1966,Graduation,Married,57811.0,0,1,49,5,7,2,11,5,0,1,0,0,0,0,0,48,802
1946,Graduation,Married,78569.0,0,0,14,1,4,6,4,1,0,0,1,0,0,0,1,68,1736
1978,Graduation,Single,7500.0,1,1,5,4,2,1,3,6,0,0,0,0,0,0,0,36,57
1971,Master,Married,157733.0,1,0,37,0,1,0,1,1,0,0,0,0,0,0,0,43,59
1985,Graduation,Married,23148.0,0,0,83,1,2,0,3,7,0,0,0,0,0,0,0,29,37
1970,Graduation,Divorced,44267.0,1,1,48,5,5,2,4,9,0,0,0,0,0,0,0,44,310
1979,Graduation,Married,71626.0,0,0,94,1,5,5,8,3,0,1,0,0,0,0,0,35,1305
1966,Graduation,Married,60894.0,0,1,61,5,10,3,8,7,0,0,0,0,0,0,0,48,832
1976,Graduation,Married,50200.0,1,1,70,6,7,1,5,8,0,0,0,0,0,0,0,38,401
1965,PhD,Married,81051.0,0,0,43,1,5,5,12,2,0,1,1,0,0,0,0,49,1501
1982,Graduation,Married,65169.0,0,0,23,1,10,4,13,6,1,0,1,1,1,0,1,32,1189
1972,Graduation,Married,59868.0,0,1,37,7,11,2,12,6,0,0,0,0,0,0,0,42,1194
1960,PhD,Married,65695.0,0,1,50,2,5,4,10,4,0,0,0,0,0,0,0,54,656
1956,Master,Single,64857.0,0,0,78,1,7,5,10,4,0,0,0,0,0,0,0,58,1540
1965,Master,Married,45143.0,0,1,74,3,6,1,5,7,0,0,0,0,0,0,0,49,311
1955,Graduation,Married,74805.0,0,1,14,5,4,7,10,2,0,0,0,0,0,0,0,59,820
1989,Graduation,Married,59060.0,1,0,77,3,3,1,7,4,0,0,0,0,0,0,0,25,274
1962,PhD,Single,27238.0,1,1,39,3,3,0,3,9,0,0,0,0,0,0,0,52,57
1965,Graduation,Married,47009.0,0,1,89,4,3,2,8,4,0,0,0,0,0,0,0,49,448
1973,Graduation,Married,46094.0,1,1,62,1,1,0,3,7,0,0,0,0,0,0,0,41,44
1984,Graduation,Married,37235.0,1,0,68,1,1,1,2,4,0,0,0,0,0,0,0,30,61
1960,Master,Married,81843.0,0,0,13,1,5,9,12,3,0,0,0,0,0,0,0,54,1643
1958,Master,Married,46692.0,0,1,37,3,6,1,5,6,0,0,0,0,0,0,0,56,397
1968,Graduation,Married,77382.0,0,1,36,2,5,7,12,1,0,0,1,0,0,0,0,46,1121
1977,Graduation,Single,37774.0,2,0,28,4,7,2,3,9,1,0,0,0,0,1,1,37,473
1974,Basic,Married,18393.0,1,0,2,2,3,0,3,8,0,0,0,0,0,0,0,40,50
1962,Master,Married,72828.0,0,1,17,6,6,3,13,7,0,0,0,0,0,0,0,52,1678
1982,Graduation,Married,24711.0,0,0,86,1,3,0,3,7,0,0,0,0,0,0,0,32,58
1975,PhD,Married,45503.0,1,0,54,1,3,1,4,5,0,0,0,0,0,0,0,39,170
1982,Master,Single,6560.0,0,0,2,0,1,0,1,17,0,0,0,0,0,0,0,32,373
1945,PhD,Married,71604.0,0,0,3,1,8,3,5,4,1,0,0,0,0,0,1,69,1196
1979,Graduation,Married,27244.0,1,0,84,2,2,2,2,7,0,0,0,0,0,0,0,35,101
1969,Graduation,Married,48752.0,1,1,8,5,6,1,5,9,0,0,0,0,0,0,1,45,316
1962,Graduation,Married,71434.0,0,1,4,3,7,4,7,4,0,1,0,1,0,0,0,52,1400
1948,Graduation,Single,90842.0,0,0,57,1,4,9,13,1,0,0,0,0,0,0,0,66,1424
1978,Master,Married,88097.0,1,0,24,1,6,5,8,9,0,1,1,1,0,0,1,36,844
1975,Graduation,Married,51948.0,0,1,51,2,5,2,4,5,0,0,0,0,0,0,0,39,311
1982,Graduation,Married,71853.0,0,0,29,1,2,8,6,1,0,0,0,0,0,0,0,32,1149
1983,Master,Married,35876.0,0,0,13,1,3,1,3,6,0,0,0,0,0,0,0,31,129
1952,Graduation,Widow,40049.0,0,1,23,1,1,0,3,6,0,0,0,0,0,0,0,62,32
1982,Graduation,Single,39660.0,1,0,36,3,7,1,3,9,0,0,0,0,0,0,1,32,299
1962,Graduation,Married,50127.0,0,1,88,1,5,1,6,6,0,1,0,0,0,0,0,52,320
1977,Master,Married,43263.0,0,1,2,3,5,2,6,5,0,0,0,0,0,0,0,37,441
1990,Graduation,Married,18929.0,0,0,15,1,1,0,4,6,0,0,0,0,0,0,0,24,85
1982,Basic,Single,24367.0,1,0,58,1,1,0,2,9,0,0,0,0,0,0,0,32,24
1959,Graduation,Married,26887.0,0,1,27,1,1,0,3,6,0,0,0,0,0,0,0,55,30
1976,Graduation,Married,62061.0,0,1,12,3,10,4,7,6,0,1,0,0,0,0,0,38,800
1956,PhD,Married,76542.0,0,0,91,1,4,8,10,2,0,0,0,0,0,0,0,58,1483
1993,Graduation,Single,70515.0,0,0,12,1,6,6,4,2,0,0,0,0,0,0,1,21,1258
1987,Graduation,Married,18227.0,1,0,21,1,0,1,2,8,0,0,0,0,0,0,0,27,28
1965,Graduation,Married,69139.0,0,1,23,1,4,1,5,4,0,0,0,0,0,0,0,49,227
1982,Graduation,Married,69109.0,0,0,10,1,6,6,7,4,0,0,1,0,0,0,1,32,1555
1962,Graduation,Single,69627.0,0,1,35,2,8,2,11,5,0,0,0,0,0,0,0,52,861
1978,Graduation,Married,38136.0,1,0,69,2,3,1,2,8,1,0,0,0,0,0,0,36,103
1946,PhD,Single,62159.0,0,0,68,1,6,2,10,4,0,0,0,0,0,0,0,68,634
1963,Graduation,Single,80695.0,0,0,85,1,5,8,5,2,0,0,0,0,0,0,0,51,1918
1971,Master,Single,33316.0,1,1,34,3,2,1,4,6,0,0,0,0,0,0,0,43,131
1968,Graduation,Married,58554.0,1,1,55,6,8,2,6,7,0,0,0,0,0,0,0,46,586
1992,Basic,Married,17256.0,1,0,10,2,2,1,2,8,1,0,0,0,0,0,0,22,62
1974,Graduation,Divorced,53034.0,1,1,30,8,6,1,7,8,0,0,0,0,0,0,0,40,447
1950,Graduation,Married,52203.0,0,0,36,1,8,7,11,6,0,0,0,0,0,0,0,64,939
1977,Graduation,Divorced,59601.0,0,1,14,4,2,2,7,8,0,1,0,0,0,0,0,37,797
1958,Master,Single,75154.0,0,1,79,1,6,3,6,3,0,0,0,0,0,0,1,56,1143
1976,Graduation,Single,47025.0,0,1,52,3,6,3,5,6,0,0,0,0,0,0,0,38,415
1973,Graduation,Married,37971.0,1,0,97,1,1,0,3,8,0,0,0,0,0,0,0,41,30
1958,Graduation,Married,67267.0,0,1,0,1,3,2,5,2,0,0,0,0,0,0,0,56,251
1975,Graduation,Single,57338.0,0,1,96,2,4,1,5,5,0,0,0,0,0,0,0,39,237
1960,Graduation,Married,50523.0,1,1,89,2,2,0,4,6,0,0,0,0,0,0,0,54,91
1969,PhD,Married,56242.0,0,1,72,5,8,4,11,6,0,0,0,0,0,0,0,45,971
1960,Graduation,Single,48904.0,0,1,1,4,7,2,4,8,0,0,0,0,0,0,0,54,371
1975,Graduation,Single,56243.0,1,2,26,6,4,2,8,5,0,0,0,0,0,0,0,39,396
1985,Graduation,Married,21355.0,1,0,5,2,2,1,2,6,1,0,0,0,0,0,1,29,68
1971,Master,Married,57420.0,0,1,22,3,5,1,6,7,0,1,0,0,0,0,0,43,322
1955,Master,Divorced,46390.0,0,1,56,1,4,2,3,7,0,0,0,0,0,0,0,59,222
1956,Graduation,Married,54342.0,1,1,74,4,3,1,4,6,0,0,0,0,0,0,0,58,177
1973,Graduation,Married,20895.0,1,0,24,1,2,0,3,9,0,0,0,0,0,0,0,41,45
1948,Graduation,Married,92344.0,0,0,9,0,5,10,5,1,1,0,1,0,0,0,0,66,1899
1980,Graduation,Married,44964.0,1,1,35,1,1,0,3,8,0,0,0,0,0,0,0,34,41
1972,Master,Married,53761.0,1,1,7,6,4,4,3,5,0,0,0,0,0,0,0,42,325
1973,Graduation,Married,22682.0,1,0,51,3,2,1,4,4,0,0,0,0,0,0,0,41,95
1972,PhD,Married,38887.0,1,0,17,1,1,0,3,7,0,0,0,0,0,0,0,42,42
1975,Graduation,Single,41658.0,1,1,30,2,1,1,2,4,0,0,0,0,0,0,0,39,72
1972,PhD,Married,29791.0,1,0,21,2,2,0,3,5,0,0,0,0,0,0,0,42,20
1956,Master,Married,63915.0,0,2,2,2,6,3,12,5,0,0,0,0,0,0,0,58,789
1974,Graduation,Divorced,39996.0,1,1,85,1,1,0,2,6,0,0,0,0,0,0,0,40,15
1972,Graduation,Divorced,26759.0,1,0,65,2,2,1,3,6,0,0,0,0,0,0,0,42,59
1969,PhD,Married,51039.0,1,1,11,2,6,2,4,7,0,0,0,0,0,0,0,45,417
1961,Graduation,Married,60544.0,1,1,92,4,5,1,5,6,0,0,0,0,0,0,0,53,289
1953,Graduation,Married,37716.0,0,1,4,2,4,1,3,7,0,0,0,0,0,0,0,61,188
1957,Graduation,Single,36864.0,0,1,53,3,5,2,4,8,0,0,0,0,0,0,1,57,354
1970,Master,Married,44511.0,1,0,39,6,8,4,8,8,0,0,0,0,0,0,0,44,727
1967,PhD,Married,36947.0,1,1,49,4,3,0,4,9,0,0,0,0,0,0,0,47,146
1953,Master,Married,67087.0,0,1,40,2,7,5,8,4,0,0,0,0,0,0,0,61,794
1950,Graduation,Married,57045.0,0,1,40,3,4,2,9,3,0,0,0,0,0,0,0,64,454
1953,PhD,Divorced,36957.0,1,1,43,4,3,2,2,9,0,0,0,0,0,0,1,61,152
1977,PhD,Married,69389.0,0,1,17,1,7,2,12,4,0,0,0,0,0,0,0,37,797
1969,Master,Married,43142.0,1,1,84,1,1,0,2,7,0,0,0,0,0,0,0,45,20
1944,Graduation,Married,80589.0,0,0,25,1,5,10,5,1,0,0,0,1,0,0,1,70,1428
1990,Graduation,Single,34412.0,1,0,62,3,5,0,3,9,0,0,0,0,0,0,0,24,209
1979,Graduation,Single,57537.0,1,0,83,4,4,3,8,4,0,0,0,0,0,0,0,35,545
1948,Graduation,Married,51315.0,0,0,45,1,2,2,5,2,0,0,0,0,0,0,0,66,222
1972,Graduation,Married,36026.0,2,1,34,2,2,0,3,6,0,0,0,0,0,0,0,42,61
1973,Graduation,Married,24639.0,1,1,3,3,2,0,4,6,0,0,0,0,0,0,0,41,44
1972,PhD,Married,34578.0,2,1,1,1,1,0,2,6,0,0,0,0,0,0,0,42,8
1972,Graduation,Single,65704.0,0,0,18,1,2,10,10,1,0,0,0,0,0,0,0,42,817
1969,PhD,Married,54132.0,0,1,81,1,1,0,3,7,0,0,0,0,0,0,0,45,42
1970,Graduation,Married,28164.0,1,0,23,3,2,0,4,7,0,0,0,0,0,0,0,44,78
1972,PhD,Married,43269.0,1,0,61,1,1,0,2,8,0,0,0,0,0,0,0,42,19
1958,Graduation,Single,38741.0,1,1,60,2,2,0,3,7,0,0,0,0,0,0,0,56,61
1972,Graduation,Single,31907.0,0,0,75,1,6,1,6,7,0,0,0,0,0,0,0,42,449
1973,Graduation,Divorced,31163.0,1,0,54,1,1,0,3,6,0,0,0,0,0,0,0,41,38
1985,Graduation,Married,92533.0,0,0,84,1,6,5,11,2,0,0,1,1,0,0,0,29,1131
1973,Graduation,Single,34853.0,1,1,75,2,2,0,3,6,0,0,0,0,0,0,0,41,34
1967,Graduation,Divorced,70844.0,1,1,16,5,6,1,5,7,0,0,0,0,0,0,0,47,294
1979,Graduation,Married,31086.0,1,1,79,2,1,1,2,8,1,0,0,0,0,0,0,35,48
1986,Graduation,Married,20491.0,0,0,16,1,0,1,2,7,0,0,0,0,0,0,0,28,30
1964,Graduation,Married,42523.0,0,0,96,1,1,1,4,2,0,0,0,0,0,0,0,50,125
1952,Graduation,Married,33402.0,1,1,60,3,2,1,3,8,0,0,0,0,0,0,0,62,70
1949,Master,Married,36408.0,1,1,11,1,1,0,2,6,0,0,0,0,0,0,0,65,22
1979,Graduation,Married,21645.0,1,0,75,3,3,0,3,9,0,0,0,0,0,0,1,35,65
1948,Master,Widow,78427.0,0,0,36,3,3,7,10,3,0,0,0,1,0,0,1,66,1930
1946,Graduation,Married,82657.0,0,0,71,1,7,5,10,4,0,1,0,1,0,0,0,68,2283
1958,Graduation,Married,51876.0,0,0,88,1,2,2,8,1,0,0,0,0,0,0,0,56,310
1971,Graduation,Married,78041.0,0,0,93,1,4,4,9,2,0,0,0,0,0,0,0,43,1319
1957,Graduation,Married,52852.0,0,1,93,4,10,7,5,8,1,0,0,0,0,0,0,57,879
1982,PhD,Married,70038.0,0,0,54,1,4,4,8,2,0,0,0,0,0,0,0,32,1244
1973,Graduation,Married,69401.0,0,1,41,4,4,4,5,2,0,0,0,0,0,0,0,41,690
1972,Graduation,Married,46053.0,1,0,46,3,3,2,4,5,0,0,0,0,0,0,0,42,209
1965,Graduation,Married,77343.0,0,0,28,1,3,4,9,1,0,0,0,0,0,0,0,49,1134
1953,Graduation,Single,73892.0,0,0,40,1,3,11,8,1,0,0,0,0,0,0,1,61,1507
1967,PhD,Single,40304.0,1,0,82,1,2,0,3,7,0,0,0,0,0,0,0,47,57
1965,PhD,Married,32727.0,0,0,38,2,7,3,5,8,0,0,0,0,0,0,0,49,529
1971,Graduation,Divorced,43300.0,0,1,87,3,4,0,4,8,0,0,0,0,0,0,1,43,180
1972,Graduation,Married,26290.0,1,1,49,4,2,0,4,6,0,0,0,0,0,0,0,42,77
1970,Graduation,Single,93790.0,0,0,16,0,6,7,12,2,0,1,1,1,0,0,1,44,2349
1974,PhD,Married,38410.0,0,0,65,2,5,2,9,6,0,0,0,0,0,0,1,40,534
1950,Master,Widow,64866.0,0,1,9,4,7,3,7,5,0,1,0,0,0,0,0,64,556
1959,Graduation,Married,57957.0,0,1,24,7,4,6,8,3,0,0,0,0,0,1,0,55,637
1978,Graduation,Married,16531.0,1,0,43,3,3,0,3,7,0,0,0,0,0,0,0,36,44
1986,Master,Married,28072.0,1,0,10,1,1,0,3,7,0,0,0,0,0,0,0,28,47
1963,Master,Divorced,49476.0,0,1,29,4,2,11,5,2,0,0,0,0,0,0,0,51,795
1953,Graduation,Married,50725.0,0,1,45,4,8,1,8,8,0,0,0,0,0,0,0,61,586
1950,PhD,Married,41145.0,1,1,20,1,0,0,3,3,0,0,0,0,0,0,0,64,13
1970,Graduation,Married,67419.0,0,1,29,4,9,4,8,5,0,0,0,0,0,0,0,44,1471
1970,Graduation,Married,23162.0,1,1,82,3,1,1,3,6,0,0,0,0,0,0,0,44,65
1977,Graduation,Married,34380.0,1,0,68,4,4,1,3,8,0,0,0,0,0,0,0,37,175
1966,Graduation,Single,34704.0,0,1,65,1,1,0,3,5,0,0,0,0,0,0,0,48,40
1969,PhD,Married,94871.0,0,2,99,1,8,5,4,7,0,1,1,0,0,0,1,45,1078
1958,Graduation,Married,65148.0,0,1,9,2,6,6,7,4,0,0,0,0,0,0,0,56,1115
1954,Graduation,Married,39898.0,0,1,20,2,3,0,4,7,0,0,0,0,0,0,0,60,134
1970,PhD,Married,59892.0,0,1,26,1,2,1,3,3,0,0,0,0,0,0,0,44,87
1987,Master,Single,41020.0,0,0,68,1,3,2,4,3,0,0,0,0,0,0,0,27,217
1961,PhD,Married,57072.0,0,1,79,2,7,5,13,5,1,0,0,0,0,0,0,53,1034
1981,Graduation,Married,19414.0,1,0,32,1,1,0,3,8,0,0,0,0,0,0,0,33,32
1980,Graduation,Married,19107.0,1,0,49,2,1,0,3,7,0,0,0,0,0,0,0,34,46
1976,Graduation,Married,75484.0,0,1,50,2,7,3,6,4,0,0,0,0,0,0,0,38,1159
1976,Master,Single,70379.0,0,1,84,3,6,3,13,4,0,0,0,0,0,0,0,38,860
